_id,mount,endtime,total,lat,lng,height,firstStartDate,lastcheck,yesterdaytotal,yesterdaytime,state,pasVersion,hasSign,checkSign,bts,udp,extra,satRate,averageRate,day14AverageRate,day7AverageRate,days,mp12,mp21,colorType,haveNft,currentAverageRate,day60AverageRate,hexagonId,isOwner,isRegisted,latFormat,lngFormat,status,color,weight,index_right,name,created_at,updated_at,cartodb_id
AbbRkc8kG8h7nyfyu,****D819D,1763438286,7786800,31.33,-113.52,-21.71,1749025118479,1773756000,7786800,1773705600,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0,0.0,85485e73fffffff,,True,"N31°19'48.0""","W113°31'12.0""",offline,#8e939b,,1,Sonora,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,7
KsK4jvLB4CtCYKufR,****D90DD,0,20605320,31.7,-106.44,1107.61,1749811832343,1773756000,20551320,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.989363425925926,0.9977678571428572,0.9977678571428572,60.0,0.114342,0.145992,1.0,1.0,0.9923680555555556,0.9923680555555556,8548c68bfffffff,,True,"N31°41'60.0""","W106°26'24.0""",stable,#2185d0,,5,Chihuahua,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,11
3QGEpbM87uq4rza5v,****69D6C,0,2035320,19.34,-99.62,2601.67,1771646093145,1773756000,1981320,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.999454365079365,0.9990575396825396,23.83333333333333,0.095522,0.084344,,,0.9627913752913754,0.0,8549867bfffffff,,True,"N19°20'24.0""","W99°37'12.0""",stable,#2185d0,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
57b77MsH3xuLt4xif,****20849,0,29363760,21.0,-89.89,-10.97,1743097483353,1773756000,29309760,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.969407617845118,0.9920138888888888,0.9924107142857144,60.0,0.287322,0.319956,1.0,1.0,0.9820583313291646,0.9820583313291646,8545727bfffffff,,True,"N21°0'0.0""","W89°53'24.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
oGw46bTpH2T52HRWc,****71669,0,26690160,21.2,-89.27,-2.9,1742569299413,1773756000,26636400,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9761915684624016,0.9612103174603174,0.9998511904761904,60.0,0.203242,0.198544,1.0,1.0,0.947644395342312,0.947644395342312,85450907fffffff,,True,"N21°11'60.0""","W89°16'12.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
8KZpHCh9rrshfjuaC,****72BFD,1760058966,10411320,14.92,-92.26,217.16,1743095725407,1773756000,10411320,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0,0.0,856d2a17fffffff,,True,"N14°55'12.0""","W92°15'36.0""",offline,#8e939b,,10,Chiapas,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,16
FDHnvqQhrfuuxcGRt,****BC28D,0,18503760,22.29,-101.58,2490.69,1751286356897,1773756000,18449760,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9979282407407408,0.998263888888889,0.9984623015873016,60.0,0.096028,0.084741,1.0,1.0,0.9971501473063972,0.9971501473063972,85498e6ffffffff,,True,"N22°17'24.0""","W101°34'48.0""",stable,#2185d0,,3,Zacatecas,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,9
irKNA2vdzuEfd5niH,****BCBE5,0,13535520,31.32,-116.25,69.26,1753265425265,1773756000,13481520,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9978587962962964,0.998809523809524,0.9993551587301588,60.0,0.158368,0.126206,1.0,1.0,0.950565200617284,0.950565200617284,85485d3bfffffff,,True,"N31°19'12.0""","W116°15'0.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
zozfYAqP6aL5sgsYo,****BE269,0,23722800,19.84,-90.5,12.16,1746976506760,1773756000,23668800,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,0.9666666666666668,0.9901967592592592,0.9920138888888888,0.9925595238095238,60.0,0.261758,0.406653,1.0,1.0,0.9862058080808082,0.9862058080808082,8545760ffffffff,,True,"N19°50'24.0""","W90°30'0.0""",stable,#2185d0,,25,Campeche,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,31
4WcEwoX4LBFDqTc3z,****BE3A9,1758324966,2474160,20.69,-105.25,-7.37,1753180689213,1773756000,2474160,1773705600,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,,,,,0.0,0.0,8549a967fffffff,,True,"N20°41'24.0""","W105°15'0.0""",offline,#8e939b,,9,Jalisco,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,15
KoirsuTWkeWgEdMfB,****BEF45,0,4116240,19.52,-98.88,2260.52,1769636735415,1773756000,4062600,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9987142255892256,0.9978896103896104,0.9991026334776334,47.083333333333336,0.045234,0.045956,1.0,1.0,0.9210726736390452,0.0,85499503fffffff,,True,"N19°31'12.0""","W98°52'48.0""",stable,#2185d0,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
HmHHYtKepYob7AEZc,****BF185,0,2867160,32.07,-116.63,286.96,1753265770090,1773756000,2813160,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9880555555555556,0.9937003968253968,0.999454365079365,33.041666666666664,0.127975,0.117245,1.0,1.0,0.9877469525010508,0.0,854859b3fffffff,,True,"N32°4'12.0""","W116°37'48.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
WFtB6FMNFhc73kv8m,****BF8C5,1754360885,6960,20.74,-103.38,1538.42,1752137668858,1773756000,6960,1773705600,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,60.0,,,,,0.0,0.0,85498c97fffffff,,True,"N20°44'24.0""","W103°22'48.0""",offline,#8e939b,,9,Jalisco,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,15
kjDjrrKQszKKbWQKP,****BF9DD,0,5756760,31.89,-116.57,166.76,1762505428761,1773756000,5702760,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9996180555555556,0.9997271825396826,0.9999503968253968,60.0,0.107353,0.103221,,,0.9994849537037038,0.9994849537037038,85484a4bfffffff,,True,"N31°53'24.0""","W116°34'12.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
KCPLXa5XCxbZfLEuF,****C029D,0,17392680,19.41,-98.14,2419.36,1746976426012,1773756000,17338680,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9978703703703704,0.9982142857142856,0.9980654761904764,60.0,0.113489,0.127123,1.0,1.0,0.9968576388888888,0.9968576388888888,8549942ffffffff,,True,"N19°24'36.0""","W98°8'24.0""",stable,#2185d0,,17,Tlaxcala,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,23
qfYbQTZJ6Qc5QWu5R,****D24AD,0,18141240,18.67,-88.4,19.59,1746975358217,1773756000,18087240,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9955092592592591,0.9908234126984128,0.9819444444444444,60.0,0.120453,0.120883,1.0,1.0,0.9972864057239056,0.9972864057239056,85452a6bfffffff,,True,"N18°40'12.0""","W88°24'0.0""",stable,#2185d0,,26,Quintana Roo,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,32
WYzo3JX9xfMdvb3G5,****D499D,0,12029160,14.92,-92.26,212.57,1749752579510,1773756000,11975160,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9916445707070708,0.9843501984126984,0.9711805555555556,60.0,0.295309,0.333004,1.0,1.0,0.9844739057239058,0.9844739057239058,856d2a17fffffff,,True,"N14°55'12.0""","W92°15'36.0""",stable,#2185d0,,10,Chiapas,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,16
yAecQnY9MMuXEBhBd,****D6101,0,22317360,20.49,-86.94,-4.29,1745887326366,1773756000,22263360,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9990393518518518,0.999454365079365,0.999404761904762,60.0,0.119284,0.174772,1.0,1.0,0.998136574074074,0.998136574074074,85450acbfffffff,,True,"N20°29'24.0""","W86°56'24.0""",stable,#2185d0,,26,Quintana Roo,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,32
Rt34T3WS6PmetcrhM,****D7219,1773719646,5497440,20.98,-89.23,5.9,1745886844458,1773756000,5497200,1773705600,0.4761904761904762,2.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.1853350468975469,0.2240621564282278,0.2744943052978767,60.0,,,,,0.1914086550024049,0.1914086550024049,85450913fffffff,,True,"N20°58'48.0""","W89°13'48.0""",unstable,#db2828,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
Ji9zuwyo9nGHtFPX7,****D7401,1773124806,19348200,19.58,-88.05,7.74,1746975249342,1773756000,19348200,1773705600,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7037847222222222,0.5235615079365079,0.0476190476190476,60.0,,,1.0,1.0,0.7493402777777778,0.7493402777777778,85450eb7fffffff,,True,"N19°34'48.0""","W88°2'60.0""",offline,#8e939b,,26,Quintana Roo,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,32
kSTNokiD772CsHpzs,****060A9,0,13039800,21.12,-88.15,22.07,1749752309208,1773756000,12985800,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9993876262626262,0.9994814213564214,0.9989628427128426,60.0,0.109752,0.163763,1.0,1.0,0.971719276094276,0.971719276094276,85450b8bfffffff,,True,"N21°7'12.0""","W88°9'0.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
cRoqcXgSpRzDEzbbf,****60559,1768505286,22262400,32.37,-116.94,307.4,1701444004985,1773756000,22262400,1773705600,0.0,2.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0,0.0,8529a4d3fffffff,,True,"N32°22'12.0""","W116°56'24.0""",offline,#8e939b,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
dQkdTZgjsPt5Qnwzb,****CFEC2,0,22551000,19.56,-99.27,2369.52,1750108228393,1773756000,22497000,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9920486111111112,0.9922371031746032,0.9925595238095238,60.0,0.517553,0.307103,1.0,1.0,0.960300925925926,0.960300925925926,854995a3fffffff,,True,"N19°33'36.0""","W99°16'12.0""",stable,#2185d0,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
urt7d7is8ZZYbbX7h,****CFF1E,0,24056880,19.11,-98.37,2234.86,1749592779492,1773756000,24002880,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9933764730639733,0.9934275793650794,0.992906746031746,60.0,0.362289,0.27228,,,0.9912194865319864,0.9912194865319864,854995dbfffffff,,True,"N19°6'36.0""","W98°22'12.0""",stable,#2185d0,,18,Puebla,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,24
JEqsz7LkpBZuAi2Bi,****FFAC8,0,16043400,25.48,-100.94,1473.3,1757690796039,1773756000,15989400,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.990914351851852,0.9940972222222222,0.9955853174603174,60.0,0.329698,0.204728,,,0.9903761574074074,0.9903761574074074,8548a2b7fffffff,,True,"N25°28'48.0""","W100°56'24.0""",stable,#2185d0,,22,Coahuila de Zaragoza,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,28
xg5JAzR9ytDN3vPQZ,****0DC72,1768839726,17034360,21.16,-90.05,-10.21,1751322084331,1773756000,17034360,1773705600,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.98,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0622719907407407,0.0622719907407407,85457263fffffff,,True,"N21°9'36.0""","W90°2'60.0""",offline,#8e939b,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
XAX7J5APx6rMLBEv3,****0EC0C,0,15046080,28.84,-111.49,31.11,1757747353126,1773756000,14992080,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,0.725,0.811434132996633,0.7486246392496392,0.6295229076479076,60.0,0.331255,0.294768,,,0.835661510942761,0.835661510942761,8548560ffffffff,,True,"N28°50'24.0""","W111°29'24.0""",stable,#2185d0,,1,Sonora,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,7
c3kfxCSfpoTpW6DzG,****0EC6E,0,13320120,29.12,-110.97,219.83,1759133171307,1773756000,13266120,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9666666666666668,0.961087962962963,0.959920634920635,0.9597718253968256,60.0,0.300926,0.190436,,,0.9607060185185186,0.9607060185185186,8548e5b7fffffff,,True,"N29°7'12.0""","W110°58'12.0""",stable,#2185d0,,1,Sonora,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,7
XmbuBsfBGz6qDTRqS,****0ECE2,0,9465360,18.98,-99.01,1840.75,1764025199598,1773756000,9411720,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9833333333333334,0.944770622895623,0.9506673881673882,0.9565656565656566,60.0,0.413375,0.274922,,,0.937253787878788,0.937253787878788,85499593fffffff,,True,"N18°58'48.0""","W99°0'36.0""",stable,#2185d0,,30,Morelos,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,4
6oBRgycsn5X88cRLY,****0FBC6,0,6188760,18.93,-99.23,1583.85,1767130282881,1773756000,6140400,1773705600,95.95238095238096,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9710995370370372,0.9960813492063492,0.9964781746031746,60.0,0.427386,0.318882,1.0,1.0,0.9821770833333332,0.9821770833333332,8549b32ffffffff,,True,"N18°55'48.0""","W99°13'48.0""",stable,#2185d0,,30,Morelos,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,4
hbeQpEdTwMmxnGpjw,****12BE2,0,13605360,19.53,-96.93,1418.08,1760055333831,1773756000,13551360,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9899978956228956,0.993175054112554,0.9934929653679654,60.0,0.337853,0.284597,,,0.9888468013468014,0.9888468013468014,85499633fffffff,,True,"N19°31'48.0""","W96°55'48.0""",stable,#2185d0,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
EYe9b8abpx6N286zE,****149E4,0,16291200,19.5,-96.93,1339.47,1757298415908,1773756000,16237200,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9833333333333334,0.9424537037037036,0.9447916666666666,0.9452876984126984,60.0,0.426057,0.30617,,,0.931395728114478,0.931395728114478,85499607fffffff,,True,"N19°30'0.0""","W96°55'48.0""",stable,#2185d0,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
JEoDNbi2cfwzgEYwi,****1CD86,1759786926,6983400,19.53,-96.93,1423.59,1752777726759,1773756000,6983400,1773705600,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,,,0.0,,0.0,0.0,85499633fffffff,,False,"N19°31'48.0""","W96°55'48.0""",offline,#8e939b,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
a2ttiqdKrm3BnBW82,****22B78,0,9140880,19.23,-99.12,2338.37,1764361964616,1773756000,9086880,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.97899515993266,0.9748060966810967,0.9693136724386724,60.0,0.397483,0.267493,,,0.9777035984848484,0.9777035984848484,85499587fffffff,,True,"N19°13'48.0""","W99°7'12.0""",stable,#2185d0,,28,Distrito Federal,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,1
wRzW9awnLzkC2TxeA,****22B94,1769124366,10068000,20.52,-99.88,1902.2,1756153614527,1773756000,10068000,1773705600,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.1141787668350168,0.1141787668350168,8549823bfffffff,,True,"N20°31'12.0""","W99°52'48.0""",offline,#8e939b,,15,Querétaro,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,21
gkBtG26dsDHSraLL5,****22CBA,1764388326,0,18.98,-99.01,1836.16,1764388311397,1773756000,0,1773705600,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,,,,,0.0,0.0,85499593fffffff,,True,"N18°58'48.0""","W99°0'36.0""",offline,#8e939b,,30,Morelos,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,4
jaYRCqA9CEkgcGEtn,****5B739,1765145406,182040,19.57,-99.07,2342.06,1741080625174,1773756000,182040,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,,,,0.0,0.0,854995abfffffff,,True,"N19°34'12.0""","W99°4'12.0""",offline,#8e939b,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
JwfNsfwNeZmK4mYeD,****5CD09,0,29024880,31.78,-116.61,-12.62,1741868702454,1773756000,28970880,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9992824074074076,0.9996279761904762,0.999454365079365,60.0,0.068848,0.092879,,,0.9857407407407408,0.9857407407407408,85484a4bfffffff,,True,"N31°46'48.0""","W116°36'36.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
vajfnKgFEpAkaE6Rv,****E3355,0,40656720,18.93,-99.24,1592.3,1732920403400,1773756000,40602720,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.982800925925926,0.9637648809523808,0.9993055555555556,60.0,0.101105,0.140326,0.0,1.0,0.9909664351851852,0.9909664351851852,8549b32ffffffff,,True,"N18°55'48.0""","W99°14'24.0""",stable,#2185d0,,30,Morelos,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,4
kvq6kNmi2Ti2hZMPj,****FDEC5,1749250445,12698400,19.29,-98.44,2264.63,1733915094934,1773756000,12698400,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0,0.0,854995cbfffffff,,True,"N19°17'24.0""","W98°26'24.0""",offline,#8e939b,,18,Puebla,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,24
xHfQXeXqMtigxXD6J,****DF321,0,32777760,19.52,-99.24,2284.44,1736296380324,1773756000,32723760,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9970921015712684,0.9971252705627708,0.996185064935065,60.0,0.175612,0.174019,1.0,1.0,0.9962436868686868,0.9962436868686868,854995a3fffffff,,True,"N19°31'12.0""","W99°14'24.0""",stable,#2185d0,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
c3ZGQt2F4ECpysZBu,****E3869,1773693006,29652840,21.27,-89.72,-6.88,1736907475004,1773756000,29652840,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.987175925925926,0.9862351190476192,0.9859126984126984,60.0,,,1.0,1.0,0.9891782407407408,0.9891782407407408,854509a7fffffff,,True,"N21°16'12.0""","W89°43'12.0""",unstable,#db2828,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
SQhsPdWSaGLZcSszm,****E40F5,1740189725,296280,20.7,-102.34,2057.91,1737373357090,1773756000,296280,1773705600,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,,0.0,,0.0,0.0,85498137fffffff,,True,"N20°41'60.0""","W102°20'24.0""",offline,#8e939b,,9,Jalisco,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,15
oBGQ9aARarpgni8ge,****E4A59,0,37486320,19.36,-99.29,2665.6,1734828717258,1773756000,37432320,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9993055555555556,0.9993799603174603,0.9993551587301588,60.0,0.076956,0.125788,1.0,1.0,0.8205550294612795,0.8205550294612795,854995b3fffffff,,True,"N19°21'36.0""","W99°17'24.0""",stable,#2185d0,,28,Distrito Federal,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,1
ZeEr8sac2L844RCEA,****EC879,0,30905400,21.01,-89.73,1.6,1736907596154,1773756000,30853080,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9981723484848484,0.9998511904761904,0.9998511904761904,60.0,0.150408,0.164171,1.0,1.0,0.9986347853535354,0.9986347853535354,854509b7fffffff,,True,"N21°0'36.0""","W89°43'48.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
